Mode,Indicator,Date,Week Num,Lowest,Current,Last Year
Aviation,U.S. International Commercial Flights (Departures),07/12/2021,29.21,326,2570,4673
Aviation,U.S. International Commercial Flights (Departures),07/13/2021,29.21,326,2558,4622
Aviation,U.S. International Commercial Flights (Departures),07/14/2021,29.21,326,2598,4574
Aviation,U.S. International Commercial Flights (Departures),07/15/2021,29.21,326,2611,4671
Aviation,U.S. International Commercial Flights (Departures),07/16/2021,29.21,326,2674,4780
Aviation,U.S. International Commercial Flights (Departures),07/17/2021,29.21,326,2886,5142
Aviation,U.S. International Commercial Flights (Departures),05/23/2021,22.21,326,2224,4390
Aviation,U.S. International Commercial Flights (Departures),05/24/2021,22.21,326,2069,4329
Aviation,U.S. International Commercial Flights (Departures),05/25/2021,22.21,326,2017,4192
Aviation,U.S. International Commercial Flights (Departures),05/26/2021,22.21,326,2087,4204
Aviation,U.S. International Commercial Flights (Departures),05/27/2021,22.21,326,2198,4413
Aviation,U.S. International Commercial Flights (Departures),05/28/2021,22.21,326,2249,4486
Aviation,U.S. International Commercial Flights (Departures),05/29/2021,22.21,326,2487,4712
Aviation,U.S. International Commercial Flights (Departures),05/30/2021,23.21,326,2255,4479
Aviation,U.S. International Commercial Flights (Departures),05/31/2021,23.21,326,2129,4371
Aviation,U.S. International Commercial Flights (Departures),06/01/2021,23.21,326,2127,4296
Aviation,U.S. International Commercial Flights (Departures),06/02/2021,23.21,326,2200,4344
Aviation,U.S. International Commercial Flights (Departures),06/03/2021,23.21,326,2311,4613
Aviation,U.S. International Commercial Flights (Departures),06/04/2021,23.21,326,2363,4661
Aviation,U.S. International Commercial Flights (Departures),06/05/2021,23.21,326,2646,4941
Aviation,U.S. Domestic Commercial Flights (Departures),06/06/2021,24.21,6679,23150,25330
Aviation,U.S. Domestic Commercial Flights (Departures),06/07/2021,24.21,6679,23545,27342
Aviation,U.S. Domestic Commercial Flights (Departures),06/08/2021,24.21,6679,23357,28567
Aviation,U.S. Domestic Commercial Flights (Departures),06/09/2021,24.21,6679,23908,28924
Aviation,U.S. Domestic Commercial Flights (Departures),06/10/2021,24.21,6679,24863,29503
Aviation,U.S. Domestic Commercial Flights (Departures),06/11/2021,24.21,6679,24685,28994
Aviation,U.S. Domestic Commercial Flights (Departures),06/12/2021,24.21,6679,21448,23351
Aviation,U.S. Domestic Commercial Flights (Departures),07/18/2021,30.21,6679,24032,26517
Aviation,U.S. Domestic Commercial Flights (Departures),07/19/2021,30.21,6679,24684,27541
Aviation,U.S. Domestic Commercial Flights (Departures),07/20/2021,30.21,6679,24751,28802
Aviation,U.S. Domestic Commercial Flights (Departures),07/21/2021,30.21,6679,25025,29340
Aviation,U.S. Domestic Commercial Flights (Departures),07/22/2021,30.21,6679,25810,29665
Aviation,U.S. Domestic Commercial Flights (Departures),07/23/2021,30.21,6679,25172,29105
Aviation,People Screened at All Airports,03/14/2021,12.21,88341,1297245,2475581
Aviation,People Screened at All Airports,03/15/2021,12.21,88341,1215757,2393485
Aviation,People Screened at All Airports,03/16/2021,12.21,88341,1045009,2117360
Aviation,People Screened at All Airports,03/17/2021,12.21,88341,1099234,2249279
Aviation,People Screened at All Airports,03/18/2021,12.21,88341,1361238,2439912
Aviation,People Screened at All Airports,03/19/2021,12.21,88341,1425688,2485112
Aviation,People Screened at All Airports,03/20/2021,12.21,88341,1324925,2160612
Aviation,People Screened at All Airports,03/21/2021,13.21,88341,1504239,2360676
Aviation,People Screened at All Airports,03/22/2021,13.21,88341,1313538,2080748
Aviation,People Screened at All Airports,03/23/2021,13.21,88341,1043222,2202694
Aviation,People Screened at All Airports,03/24/2021,13.21,88341,1130000,2413681
Aviation,People Screened at All Airports,03/25/2021,13.21,88341,1394725,2464077
Aviation,People Screened at All Airports,03/26/2021,13.21,88341,1455439,2106402
Aviation,People Screened at All Airports,03/27/2021,13.21,88341,1361384,2438956
Aviation,People Screened at All Airports,03/28/2021,14.21,88341,1523281,2438757
Aviation,U.S. Domestic Commercial Flights (Departures),01/07/2020,2,,25643,25227
Aviation,U.S. Domestic Commercial Flights (Departures),01/08/2020,2,,26350,25746
Aviation,U.S. Domestic Commercial Flights (Departures),01/09/2020,2,,27649,26678
Aviation,U.S. Domestic Commercial Flights (Departures),01/10/2020,2,,26394,26142
Aviation,U.S. Domestic Commercial Flights (Departures),01/11/2020,2,,18945,19078
Aviation,U.S. Domestic Commercial Flights (Departures),01/12/2020,3,,24565,22374
Aviation,U.S. Domestic Commercial Flights (Departures),01/13/2020,3,,25921,25143
Aviation,U.S. Domestic Commercial Flights (Departures),01/14/2020,3,,25675,24941
Aviation,U.S. Domestic Commercial Flights (Departures),01/15/2020,3,,26423,25572
Aviation,U.S. Domestic Commercial Flights (Departures),01/16/2020,3,,27648,26933
Aviation,U.S. Domestic Commercial Flights (Departures),01/17/2020,3,,26086,26494
Aviation,U.S. Domestic Commercial Flights (Departures),01/18/2020,3,,19122,17378
Aviation,U.S. Domestic Commercial Flights (Departures),01/19/2020,4,,22271,19648
Aviation,U.S. International Commercial Flights (Departures),06/06/2021,24.21,326,2478,4656
Aviation,U.S. International Commercial Flights (Departures),06/07/2021,24.21,326,2353,4537
Aviation,U.S. International Commercial Flights (Departures),06/08/2021,24.21,326,2287,4496
Aviation,U.S. International Commercial Flights (Departures),06/09/2021,24.21,326,2380,4570
Aviation,U.S. International Commercial Flights (Departures),06/10/2021,24.21,326,2298,4645
Aviation,U.S. International Commercial Flights (Departures),06/11/2021,24.21,326,2428,4686
Aviation,U.S. International Commercial Flights (Departures),06/12/2021,24.21,326,2694,5002
Aviation,U.S. Domestic Commercial Flights (Departures),07/24/2021,30.21,6679,22059,23773
Aviation,U.S. Domestic Commercial Flights (Departures),01/01/2020,1,,21801,27113
Aviation,U.S. Domestic Commercial Flights (Departures),01/02/2020,1,,27239,26388
Aviation,U.S. Domestic Commercial Flights (Departures),01/03/2020,1,,27172,26043
Aviation,U.S. Domestic Commercial Flights (Departures),01/04/2020,1,,23437,21706
Aviation,U.S. Domestic Commercial Flights (Departures),01/05/2020,2,,25662,24117
Aviation,U.S. Domestic Commercial Flights (Departures),01/06/2020,2,,26580,25652
Aviation,U.S. International Commercial Flights (Departures),07/18/2021,30.21,326,2719,4791
Aviation,U.S. International Commercial Flights (Departures),07/19/2021,30.21,326,2619,4571
Aviation,U.S. International Commercial Flights (Departures),07/20/2021,30.21,326,2576,4587
Aviation,U.S. International Commercial Flights (Departures),07/21/2021,30.21,326,2599,4665
Aviation,U.S. International Commercial Flights (Departures),07/22/2021,30.21,326,2633,4733
Aviation,U.S. International Commercial Flights (Departures),07/23/2021,30.21,326,2672,4794
Aviation,U.S. International Commercial Flights (Departures),07/24/2021,30.21,326,2947,5157
Aviation,People Screened at All Airports,07/18/2021,30.21,88341,2186165,2651313
Aviation,People Screened at All Airports,07/19/2021,30.21,88341,2084888,2555933
Aviation,People Screened at All Airports,07/20/2021,30.21,88341,1822371,2421572
Aviation,People Screened at All Airports,07/21/2021,30.21,88341,1887424,2484887
Aviation,People Screened at All Airports,07/22/2021,30.21,88341,2109578,2627647
Aviation,People Screened at All Airports,07/23/2021,30.21,88341,2152537,2654838
Aviation,People Screened at All Airports,07/24/2021,30.21,88341,1885461,2294615
Aviation,People Screened at All Airports,01/01/2020,1,,2155574,2354510
Aviation,People Screened at All Airports,01/02/2020,1,,2415487,2211239
Aviation,People Screened at All Airports,01/03/2020,1,,2334637,2160942
Aviation,People Screened at All Airports,01/04/2020,1,,2198836,1986061
Aviation,People Screened at All Airports,01/05/2020,2,,2445607,2231586
Aviation,People Screened at All Airports,01/06/2020,2,,2231374,2050549
Aviation,People Screened at All Airports,01/07/2020,2,,1823945,1740080
Aviation,People Screened at All Airports,01/08/2020,2,,1832461,1741872
Aviation,People Screened at All Airports,01/09/2020,2,,2054602,1961306
Aviation,People Screened at All Airports,01/10/2020,2,,2093703,1977664
Aviation,People Screened at All Airports,01/11/2020,2,,1702437,1611796
Aviation,People Screened at All Airports,01/12/2020,3,,2206019,1977133
Aviation,People Screened at All Airports,01/13/2020,3,,2012814,1890935
Aviation,People Screened at All Airports,01/14/2020,3,,1706573,1610144
Aviation,People Screened at All Airports,01/15/2020,3,,1895624,1790635
Aviation,People Screened at All Airports,01/16/2020,3,,2266468,2148157
Aviation,People Screened at All Airports,01/17/2020,3,,2372482,2280581
Aviation,People Screened at All Airports,01/18/2020,3,,1797282,1606917
Aviation,People Screened at All Airports,01/19/2020,4,,2020197,1783314
Aviation,People Screened at All Airports,01/20/2020,4,,2323295,2185585
Aviation,People Screened at All Airports,01/21/2020,4,,1891205,1809663
Aviation,People Screened at All Airports,01/22/2020,4,,1820056,1768423
Aviation,People Screened at All Airports,01/23/2020,4,,2122231,1986129
Aviation,People Screened at All Airports,01/24/2020,4,,2168063,2061617
Aviation,People Screened at All Airports,01/25/2020,4,,1659356,1577399
Aviation,People Screened at All Airports,01/26/2020,5,,2160108,2018377
Aviation,People Screened at All Airports,01/27/2020,5,,2026016,1868239
Aviation,People Screened at All Airports,01/28/2020,5,,1659495,1539295
Aviation,People Screened at All Airports,01/29/2020,5,,1796235,1598703
Aviation,People Screened at All Airports,01/30/2020,5,,2107797,1938669
Aviation,People Screened at All Airports,01/31/2020,5,,2173876,2079279
Aviation,People Screened at All Airports,02/01/2020,5,,1673354,1597570
Aviation,People Screened at All Airports,02/02/2020,6,,1969134,1798671
Aviation,People Screened at All Airports,02/03/2020,6,,2076842,2010475
Aviation,People Screened at All Airports,02/04/2020,6,,1693587,1660169
Aviation,People Screened at All Airports,02/05/2020,6,,1796359,1763252
Aviation,People Screened at All Airports,02/06/2020,6,,2121137,2070541
Aviation,People Screened at All Airports,02/07/2020,6,,2221449,2142789
Aviation,People Screened at All Airports,02/08/2020,6,,1722780,1654630
Aviation,People Screened at All Airports,02/09/2020,7,,2181763,2111190
Aviation,People Screened at All Airports,02/10/2020,7,,2117364,2059410
Aviation,People Screened at All Airports,02/11/2020,7,,1765667,1629306
Aviation,U.S. Domestic Commercial Flights (Departures),07/25/2021,31.21,6679,24101,26755
Aviation,U.S. Domestic Commercial Flights (Departures),07/26/2021,31.21,6679,24712,27873
Aviation,U.S. Domestic Commercial Flights (Departures),07/27/2021,31.21,6679,24615,28767
Aviation,U.S. Domestic Commercial Flights (Departures),07/28/2021,31.21,6679,25122,28308
Aviation,U.S. Domestic Commercial Flights (Departures),07/29/2021,31.21,6679,25731,29399
Aviation,U.S. Domestic Commercial Flights (Departures),07/30/2021,31.21,6679,25221,28930
Aviation,U.S. Domestic Commercial Flights (Departures),07/31/2021,31.21,6679,21888,23865
Aviation,People Screened at All Airports,02/12/2020,7,,1990916,1957861
Aviation,People Screened at All Airports,02/13/2020,7,,2368569,2233965
Aviation,People Screened at All Airports,02/14/2020,7,,2455408,2371916
Aviation,People Screened at All Airports,02/15/2020,7,,1925502,1860728
Aviation,People Screened at All Airports,02/16/2020,8,,2154534,2083609
Aviation,People Screened at All Airports,02/17/2020,8,,2451192,2404994
Aviation,People Screened at All Airports,02/18/2020,8,,2145085,2105128
Aviation,People Screened at All Airports,02/19/2020,8,,2083822,1953079
Aviation,People Screened at All Airports,02/20/2020,8,,2314722,2279033
Aviation,People Screened at All Airports,02/21/2020,8,,2376116,2341465
Aviation,People Screened at All Airports,02/22/2020,8,,1905375,1850741
Aviation,People Screened at All Airports,02/23/2020,9,,2337694,2205593
Aviation,People Screened at All Airports,02/24/2020,9,,2222479,2167324
Aviation,People Screened at All Airports,02/25/2020,9,,1873133,1867244
Aviation,People Screened at All Airports,02/26/2020,9,,2030008,2020876
Aviation,People Screened at All Airports,02/27/2020,9,,2320006,2310330
Aviation,People Screened at All Airports,02/28/2020,9,,2396163,2358886
Aviation,People Screened at All Airports,03/01/2020,10,,2308505,2233873
Aviation,People Screened at All Airports,03/02/2020,10,,2115611,2185463
Aviation,People Screened at All Airports,03/03/2020,10,,1758253,1908085
Aviation,People Screened at All Airports,03/04/2020,10,,1906306,2080093
Aviation,People Screened at All Airports,03/05/2020,10,,2157766,2333383
Aviation,People Screened at All Airports,03/06/2020,10,,2228868,2471524
Aviation,People Screened at All Airports,03/07/2020,10,,1870051,2090427
Aviation,People Screened at All Airports,03/08/2020,11,,2141583,2415105
Aviation,People Screened at All Airports,03/09/2020,11,,1931226,2305352
Aviation,People Screened at All Airports,03/10/2020,11,,1637724,2053707
Aviation,People Screened at All Airports,03/11/2020,11,,1724699,2117791
Aviation,People Screened at All Airports,03/12/2020,11,,1808187,2428447
Aviation,People Screened at All Airports,03/13/2020,11,,1733622,2559206
Aviation,People Screened at All Airports,03/14/2020,11,,1475271,2208044
Aviation,People Screened at All Airports,03/15/2020,12,1532822,1532822,2475581
Aviation,People Screened at All Airports,03/16/2020,12,1220821,1220821,2393485
Aviation,People Screened at All Airports,03/17/2020,12,973159,973159,2117360
Aviation,People Screened at All Airports,03/18/2020,12,790622,790622,2249279
Aviation,People Screened at All Airports,03/19/2020,12,636247,636247,2439912
Aviation,People Screened at All Airports,03/20/2020,12,610336,610336,2485112
Aviation,People Screened at All Airports,03/21/2020,12,557043,557043,2160612
Aviation,People Screened at All Airports,03/22/2020,13,471959,471959,2471654
Aviation,People Screened at All Airports,03/23/2020,13,333855,333855,2360676
Aviation,People Screened at All Airports,03/24/2020,13,282348,282348,2080748
Aviation,People Screened at All Airports,03/25/2020,13,241518,241518,2202694
Aviation,People Screened at All Airports,03/26/2020,13,205847,205847,2413681
Aviation,People Screened at All Airports,03/27/2020,13,201385,201385,2464077
Aviation,People Screened at All Airports,03/28/2020,13,185942,185942,2106402
Aviation,People Screened at All Airports,03/29/2020,14,181563,181563,2438956
Aviation,People Screened at All Airports,03/30/2020,14,155205,155205,2285774
Aviation,People Screened at All Airports,03/31/2020,14,147766,147766,1955915
Aviation,People Screened at All Airports,04/01/2020,14,137173,137173,2081301
Aviation,People Screened at All Airports,04/02/2020,14,125169,125169,2338877
Aviation,People Screened at All Airports,04/03/2020,14,125169,129624,2404321
Aviation,People Screened at All Airports,04/04/2020,14,119255,119255,1946265
Aviation,People Screened at All Airports,04/05/2020,15,119255,122969,2392003
Aviation,People Screened at All Airports,04/06/2020,15,109108,109108,2303071
Aviation,People Screened at All Airports,04/07/2020,15,97828,97828,2018982
Aviation,People Screened at All Airports,04/08/2020,15,95682,95682,2156846
Aviation,People Screened at All Airports,04/09/2020,15,95682,104598,2411195
Aviation,People Screened at All Airports,04/10/2020,15,95682,109798,2514340
Aviation,People Screened at All Airports,04/11/2020,15,94353,94353,1993159
Aviation,People Screened at All Airports,04/12/2020,16,91255,91255,2373736
Aviation,People Screened at All Airports,04/13/2020,16,91255,102964,2405014
Aviation,People Screened at All Airports,04/14/2020,16,88341,88341,2136583
Aviation,People Screened at All Airports,04/15/2020,16,88341,91433,2244912
Aviation,People Screened at All Airports,04/16/2020,16,88341,95855,2540397
Aviation,People Screened at All Airports,04/17/2020,16,88341,107209,2382599
Aviation,People Screened at All Airports,04/18/2020,16,88341,97875,1921183
Aviation,People Screened at All Airports,04/19/2020,17,88341,106405,2287745
Aviation,People Screened at All Airports,04/20/2020,17,88341,100133,2519831
Aviation,People Screened at All Airports,04/21/2020,17,88341,93479,2156032
Aviation,People Screened at All Airports,04/22/2020,17,88341,99737,2181561
Aviation,People Screened at All Airports,04/23/2020,17,88341,112180,2452388
Aviation,People Screened at All Airports,04/24/2020,17,88341,124612,2446742
Aviation,People Screened at All Airports,04/25/2020,17,88341,108182,1923759
Aviation,People Screened at All Airports,04/26/2020,18,88341,129901,2434314
Aviation,People Screened at All Airports,04/27/2020,18,88341,121017,2338072
Aviation,People Screened at All Airports,04/28/2020,18,88341,111812,2030161
Aviation,People Screened at All Airports,04/29/2020,18,88341,120673,2183559
Aviation,People Screened at All Airports,04/30/2020,18,88341,155991,2423762
Aviation,People Screened at All Airports,05/01/2020,18,88341,173203,2469854
Aviation,People Screened at All Airports,05/02/2020,18,88341,135263,1901926
Aviation,People Screened at All Airports,05/03/2020,19,88341,170379,2440617
Aviation,People Screened at All Airports,05/04/2020,19,88341,164422,2394464
Aviation,People Screened at All Airports,05/05/2020,19,88341,130706,2035185
Aviation,People Screened at All Airports,05/06/2020,19,88341,140463,2196369
Aviation,People Screened at All Airports,05/07/2020,19,88341,190887,2478870
Aviation,People Screened at All Airports,05/08/2020,19,88341,215577,2348220
Aviation,People Screened at All Airports,05/09/2020,19,88341,169675,2435427
Aviation,People Screened at All Airports,05/10/2020,20,88341,201376,2118689
Aviation,People Screened at All Airports,05/11/2020,20,88341,216011,2435427
Aviation,People Screened at All Airports,05/12/2020,20,88341,163324,2118689
Aviation,People Screened at All Airports,05/13/2020,20,88341,179559,2269775
Aviation,People Screened at All Airports,05/14/2020,20,88341,235121,2535771
Aviation,People Screened at All Airports,05/15/2020,20,88341,250842,2588623
Aviation,People Screened at All Airports,05/16/2020,20,88341,194005,2015018
Aviation,People Screened at All Airports,05/17/2020,21,88341,254939,2546532
Aviation,People Screened at All Airports,05/18/2020,21,88341,244533,2537548
Aviation,People Screened at All Airports,05/19/2020,21,88341,190206,2239022
Aviation,People Screened at All Airports,05/20/2020,21,88341,230385,2396947
Aviation,People Screened at All Airports,05/21/2020,21,88341,319247,2596784
Aviation,People Screened at All Airports,05/22/2020,21,88341,349208,2715704
Aviation,People Screened at All Airports,05/23/2020,21,88341,253195,2060648
Aviation,People Screened at All Airports,05/24/2020,22,88341,267547,2006211
Aviation,People Screened at All Airports,05/25/2020,22,88341,341247,2438936
Aviation,People Screened at All Airports,05/26/2020,22,88341,265346,2377759
Aviation,People Screened at All Airports,05/27/2020,22,88341,261888,2195427
Aviation,People Screened at All Airports,05/28/2020,22,88341,322579,2407658
Aviation,People Screened at All Airports,05/29/2020,22,88341,329686,2493385
Aviation,People Screened at All Airports,05/30/2020,22,88341,271809,2049287
Aviation,People Screened at All Airports,05/31/2020,23,88341,353191,2482134
Aviation,People Screened at All Airports,06/01/2020,23,88341,354445,2422458
Aviation,People Screened at All Airports,06/02/2020,23,88341,267887,2175653
Aviation,People Screened at All Airports,06/03/2020,23,88341,304280,2295666
Aviation,People Screened at All Airports,06/04/2020,23,88341,392519,2546356
Aviation,People Screened at All Airports,06/05/2020,23,88341,420107,2573317
Aviation,People Screened at All Airports,06/06/2020,23,88341,353264,2157377
Aviation,People Screened at All Airports,06/07/2020,24,88341,438604,2594351
Aviation,People Screened at All Airports,06/08/2020,24,88341,431218,2564661
Aviation,People Screened at All Airports,06/09/2020,24,88341,338618,2356291
Aviation,People Screened at All Airports,06/10/2020,24,88341,386950,2432626
Aviation,People Screened at All Airports,06/11/2020,24,88341,502601,2598281
Aviation,People Screened at All Airports,06/12/2020,24,88341,520388,2650080
Aviation,People Screened at All Airports,06/13/2020,24,88341,436608,2249256
Aviation,People Screened at All Airports,06/14/2020,25,88341,544615,2568475
Aviation,People Screened at All Airports,06/15/2020,25,88341,535436,2618599
Aviation,People Screened at All Airports,06/16/2020,25,88341,418208,2390083
Aviation,People Screened at All Airports,06/17/2020,25,88341,442323,2474656
Aviation,People Screened at All Airports,06/18/2020,25,88341,577400,2649064
Aviation,People Screened at All Airports,06/19/2020,25,88341,588658,2692994
Aviation,People Screened at All Airports,06/20/2020,25,88341,508530,2307369
Aviation,People Screened at All Airports,06/21/2020,26,88341,592049,2644193
Aviation,People Screened at All Airports,06/22/2020,26,88341,608673,2635767
Aviation,People Screened at All Airports,06/23/2020,26,88341,471395,2428955
Aviation,People Screened at All Airports,06/24/2020,26,88341,496190,2518026
Aviation,People Screened at All Airports,06/25/2020,26,88341,623624,2633614
Aviation,People Screened at All Airports,06/26/2020,26,88341,632984,2652796
Aviation,People Screened at All Airports,06/27/2020,26,88341,546310,2297994
Aviation,People Screened at All Airports,06/28/2020,27,88341,634227,2556945
Aviation,People Screened at All Airports,06/29/2020,27,88341,626150,2378381
Aviation,People Screened at All Airports,06/30/2020,27,88341,500479,2258320
Aviation,People Screened at All Airports,07/01/2020,27,88341,627203,2474896
Aviation,People Screened at All Airports,07/02/2020,27,88341,765130,2024187
Aviation,People Screened at All Airports,07/03/2020,27,88341,719191,2114897
Aviation,People Screened at All Airports,07/04/2020,27,88341,466759,2276411
Aviation,People Screened at All Airports,07/05/2020,28,88341,733535,2718001
Aviation,People Screened at All Airports,07/06/2020,28,88341,757134,2669748
Aviation,People Screened at All Airports,07/07/2020,28,88341,642225,2429664
Aviation,People Screened at All Airports,07/08/2020,28,88341,633379,2440267
Aviation,People Screened at All Airports,07/09/2020,28,88341,712013,2529602
Aviation,People Screened at All Airports,07/10/2020,28,88341,712789,2636520
Aviation,People Screened at All Airports,07/11/2020,28,88341,659550,2242585
Aviation,People Screened at All Airports,07/12/2020,29,88341,757332,2594767
Aviation,People Screened at All Airports,07/13/2020,29,88341,699199,2537208
Aviation,People Screened at All Airports,07/14/2020,29,88341,544101,2370802
Aviation,People Screened at All Airports,07/15/2020,29,88341,590732,2445942
Aviation,People Screened at All Airports,07/16/2020,29,88341,707374,2624750
Aviation,People Screened at All Airports,07/17/2020,29,88341,720971,2695489
Aviation,People Screened at All Airports,07/18/2020,29,88341,648010,2325124
Aviation,People Screened at All Airports,07/19/2020,30,88341,749250,2651313
Aviation,People Screened at All Airports,07/20/2020,30,88341,696958,2555933
Aviation,People Screened at All Airports,07/21/2020,30,88341,531203,2421572
Aviation,People Screened at All Airports,07/22/2020,30,88341,572177,2484887
Aviation,People Screened at All Airports,07/23/2020,30,88341,706397,2627647
Aviation,People Screened at All Airports,07/24/2020,30,88341,727115,2654838
Aviation,People Screened at All Airports,07/25/2020,30,88341,650216,2294615
Aviation,People Screened at All Airports,07/26/2020,31,88341,751974,2625998
Aviation,People Screened at All Airports,07/27/2020,31,88341,700996,2536659
Aviation,People Screened at All Airports,07/28/2020,31,88341,537209,2363361
Aviation,People Screened at All Airports,07/29/2020,31,88341,575238,2464148
Aviation,People Screened at All Airports,07/30/2020,31,88341,718757,2661937
Aviation,People Screened at All Airports,07/31/2020,31,88341,768099,2652716
Aviation,People Screened at All Airports,08/01/2020,31,88341,709759,2297049
Aviation,People Screened at All Airports,08/02/2020,32,88341,800493,2613521
Aviation,People Screened at All Airports,08/03/2020,32,88341,739262,2536363
Aviation,People Screened at All Airports,08/04/2020,32,88341,544822,2311831
Aviation,People Screened at All Airports,08/05/2020,32,88341,597395,2354249
Aviation,People Screened at All Airports,08/06/2020,32,88341,744903,2626661
Aviation,People Screened at All Airports,03/10/2022,11.22,88341,2123381,2428447
Aviation,People Screened at All Airports,03/11/2022,11.22,88341,2225847,2559206
Aviation,People Screened at All Airports,03/12/2022,11.22,88341,1916168,2208044
Aviation,People Screened at All Airports,03/13/2022,12.22,88341,2230381,2475581
Aviation,People Screened at All Airports,03/14/2022,12.22,88341,2139710,2393485
Aviation,People Screened at All Airports,03/15/2022,12.22,88341,1811456,2117360
Aviation,People Screened at All Airports,03/16/2022,12.22,88341,1940495,2249279
Aviation,People Screened at All Airports,03/17/2022,12.22,88341,2166240,2439912
Aviation,People Screened at All Airports,03/18/2022,12.22,88341,2229001,2485112
Aviation,People Screened at All Airports,03/19/2022,12.22,88341,2018118,2160612
Aviation,People Screened at All Airports,03/20/2022,13.22,88341,2316819,2471654
Aviation,People Screened at All Airports,03/21/2022,13.22,88341,2115853,2360676
Aviation,People Screened at All Airports,03/22/2022,13.22,88341,1799921,2080748
Aviation,People Screened at All Airports,03/23/2022,13.22,88341,1913129,2202694
Aviation,People Screened at All Airports,03/24/2022,13.22,88341,2193745,2413681
Aviation,People Screened at All Airports,03/25/2022,13.22,88341,2201949,2464077
Aviation,People Screened at All Airports,03/26/2022,13.22,88341,1919916,2106402
Aviation,People Screened at All Airports,08/07/2020,32,88341,760832,2645629
Aviation,People Screened at All Airports,08/08/2020,32,88341,684355,2220424
Aviation,People Screened at All Airports,08/09/2020,33,88341,833635,2573685
Aviation,People Screened at All Airports,08/10/2020,33,88341,763448,2487862
Aviation,People Screened at All Airports,08/11/2020,33,88341,559846,2232192
Aviation,People Screened at All Airports,08/12/2020,33,88341,591801,2311471
Aviation,People Screened at All Airports,08/13/2020,33,88341,762836,2523831
Aviation,People Screened at All Airports,08/14/2020,33,88341,784490,2549874
Aviation,People Screened at All Airports,08/15/2020,33,88341,690770,2103477
Aviation,People Screened at All Airports,08/16/2020,34,88341,863229,2505842
Aviation,People Screened at All Airports,08/17/2020,34,88341,774875,2495471
Aviation,People Screened at All Airports,08/18/2020,34,88341,566451,2172117
Aviation,People Screened at All Airports,08/19/2020,34,88341,588756,2230423
Aviation,People Screened at All Airports,08/20/2020,34,88341,773542,2455433
Aviation,People Screened at All Airports,08/21/2020,34,88341,764969,2481428
Aviation,People Screened at All Airports,08/22/2020,34,88341,625507,1971988
Aviation,People Screened at All Airports,08/23/2020,35,88341,843899,2420663
Aviation,People Screened at All Airports,08/24/2020,35,88341,728210,2283286
Aviation,People Screened at All Airports,08/25/2020,35,88341,523732,1943736
Aviation,People Screened at All Airports,08/26/2020,35,88341,540643,2117377
Aviation,People Screened at All Airports,08/27/2020,35,88341,723395,2487919
Aviation,People Screened at All Airports,08/28/2020,35,88341,740537,2584722
Aviation,People Screened at All Airports,08/29/2020,35,88341,592951,1891313
Aviation,People Screened at All Airports,08/30/2020,36,88341,809035,1826403
Aviation,People Screened at All Airports,08/31/2020,36,88341,714841,2210973
Aviation,People Screened at All Airports,09/01/2020,36,88341,517489,1969687
Aviation,People Screened at All Airports,09/02/2020,36,88341,579565,1820569
Aviation,People Screened at All Airports,09/03/2020,36,88341,879939,2039812
Aviation,People Screened at All Airports,09/04/2020,36,88341,970767,2124828
Aviation,People Screened at All Airports,09/05/2020,36,88341,665428,1694183
Aviation,People Screened at All Airports,09/06/2020,37,88341,695016,2300372
Aviation,People Screened at All Airports,09/07/2020,37,88341,937383,2220126
Aviation,People Screened at All Airports,09/08/2020,37,88341,706126,1874968
Aviation,People Screened at All Airports,09/09/2020,37,88341,618799,1935885
Aviation,People Screened at All Airports,09/10/2020,37,88341,756433,2375703
Aviation,People Screened at All Airports,09/11/2020,37,88341,733284,2409356
Aviation,People Screened at All Airports,09/12/2020,37,88341,615238,1816657
Aviation,People Screened at All Airports,09/13/2020,38,88341,812449,2415144
Aviation,People Screened at All Airports,09/14/2020,38,88341,731737,2326934
Aviation,People Screened at All Airports,09/15/2020,38,88341,522883,1944290
Aviation,People Screened at All Airports,09/16/2020,38,88341,578841,2077349
Aviation,People Screened at All Airports,09/17/2020,38,88341,787959,2383340
Aviation,People Screened at All Airports,09/18/2020,38,88341,813310,2497823
Aviation,People Screened at All Airports,09/19/2020,38,88341,639891,1875543
Aviation,People Screened at All Airports,09/20/2020,39,88341,850203,2454967
Aviation,People Screened at All Airports,09/21/2020,39,88341,773515,2359699
Aviation,People Screened at All Airports,09/22/2020,39,88341,551887,1965774
Aviation,People Screened at All Airports,09/23/2020,39,88341,609676,2119289
Aviation,People Screened at All Airports,09/24/2020,39,88341,828880,2439395
Aviation,People Screened at All Airports,09/25/2020,39,88341,842215,2474047
Aviation,U.S. Domestic Commercial Flights (Departures),03/26/2020,13,16048,16048,28209
Aviation,U.S. Domestic Commercial Flights (Departures),03/27/2020,13,14515,14515,27648
Aviation,U.S. Domestic Commercial Flights (Departures),03/28/2020,13,12390,12390,22324
Aviation,U.S. Domestic Commercial Flights (Departures),03/29/2020,14,12390,13077,25349
Aviation,U.S. Domestic Commercial Flights (Departures),03/30/2020,14,12390,13030,26610
Aviation,U.S. Domestic Commercial Flights (Departures),03/31/2020,14,12390,13773,27079
Aviation,U.S. Domestic Commercial Flights (Departures),04/01/2020,14,12390,13147,27441
Aviation,U.S. Domestic Commercial Flights (Departures),04/02/2020,14,12149,12149,28239
